average salary,job title,seniority,location,company name,size,type of ownership,python,rstudio,sql,aws,pytorch,sas,excel
96000.0,business intelligent analyst,unspecified,Montreal,Tecsys,501 to 1000 employees,Company - Public,0,0,1,0,0,0,1
96000.0,business intelligent analyst,unspecified,Ottawa,Export Development Canada,1001 to 5000 employees,Other Organisation,0,0,0,0,0,0,1
96000.0,machine learning engineer,unspecified,Richmond,PressReader,51 to 200 employees,Company - Private,1,0,0,1,1,0,0
96000.0,data analyst,unspecified,Toronto,"Rand Worldwide, Inc",201 to 500 employees,Company - Public,0,0,0,0,0,0,0
96000.0,data analyst,unspecified,Mississauga,Citi,10000+ employees,Company - Public,1,0,1,1,0,0,1
96000.0,data engineer,unspecified,Dorval,Bombardier,10000+ employees,Company - Private,1,0,0,1,1,0,0
96000.0,business intelligent analyst,unspecified,Mississauga,World Vision Canada,201 to 500 employees,Non-profit Organisation,0,0,1,0,0,1,0
96000.0,data engineer,unspecified,Toronto,Jarvis,51 to 200 employees,Company - Private,1,0,0,1,0,0,0
96000.0,business intelligent analyst,unspecified,Dieppe,Irving Consumer Products,10000+ employees,Company - Private,0,0,0,0,0,0,0
96000.0,business intelligent analyst,unspecified,Montreal,Unity Technologies,1001 to 5000 employees,Company - Private,1,0,1,1,0,0,1
96000.0,data analyst,senior,Brampton,Joe Fresh,201 to 500 employees,Subsidiary or Business Segment,1,0,1,1,0,1,1
96000.0,data analyst,intern,Halifax,RBC,10000+ employees,Company - Public,0,0,1,0,0,0,1
96000.0,data analyst,unspecified,Vancouver,CLOUSEAU ANALYTICS,Unknown,Company - Private,0,0,1,0,0,1,1
96000.0,data analyst,unspecified,Vancouver,Thinkingbox,1 to 50 employees,Company - Private,0,0,1,0,0,0,0
96000.0,research scientist,unspecified,Montreal,Dialogue,201 to 500 employees,Company - Private,1,0,0,1,0,0,0
96000.0,research scientist,unspecified,Vancouver,Facebook,10000+ employees,Company - Public,1,0,0,1,0,0,0
96000.0,data engineer,unspecified,Montreal,Breather,201 to 500 employees,Company - Private,1,0,1,1,0,0,0
96000.0,data analyst,senior,Mississauga,Citi,10000+ employees,Company - Public,1,0,1,1,0,0,1
96000.0,data engineer,unspecified,Vancouver,NxT Level,1 to 50 employees,Company - Private,1,0,1,1,0,0,1
96000.0,data analyst,unspecified,Toronto,"Beutel, Goodman & Company Ltd.",Unknown,Private Practice / Firm,0,0,1,0,0,0,1
96000.0,data scientist,senior,Welwyn,Roche,10000+ employees,Company - Public,0,0,0,0,0,0,1
96000.0,data scientist,senior,Toronto,Manulife,10000+ employees,Company - Public,1,0,1,1,0,1,0
57500.0,data analyst,unspecified,Burnaby,Metro Vancouver,1001 to 5000 employees,Government,0,0,1,0,0,0,0
57500.0,manager analytics,unspecified,Ottawa,Telesat Holding,201 to 500 employees,Subsidiary or Business Segment,1,0,1,1,0,0,1
57500.0,business intelligent analyst,unspecified,Ottawa,BGIS,5001 to 10000 employees,Company - Public,0,0,0,0,0,0,1
57500.0,machine learning engineer,unspecified,Ottawa,Nokia,10000+ employees,Company - Public,1,0,0,1,1,0,0
57500.0,data analyst,unspecified,Toronto,Maxima Consulting,51 to 200 employees,Company - Private,0,0,0,0,0,0,1
57500.0,data engineer,unspecified,Toronto,Goodfood Market Corp.,51 to 200 employees,Company - Public,1,0,1,1,0,0,1
57500.0,data engineer,unspecified,Ottawa,Telesat Holding,201 to 500 employees,Subsidiary or Business Segment,1,0,1,1,0,0,1
57500.0,data analyst,unspecified,Mississauga,OSL Retail Services,5001 to 10000 employees,Company - Private,0,0,1,0,0,1,1
57500.0,business intelligent analyst,unspecified,Cornwall,Cornwall Community Hospital,501 to 1000 employees,Hospital,1,0,1,1,0,0,0
57500.0,data analyst,unspecified,Regina,CCS Professional Services,1 to 50 employees,Company - Public,0,0,0,0,0,0,0
57500.0,data scientist,unspecified,Toronto,Paytm,51 to 200 employees,Company - Private,1,0,1,1,0,0,0
57500.0,data engineer,unspecified,Montreal,Paytm Labs,51 to 200 employees,Company - Private,1,0,0,1,0,0,0
57500.0,data engineer,unspecified,Toronto,Scotiabank,10000+ employees,Company - Public,1,0,1,1,0,0,0
57500.0,data scientist,unspecified,Montreal,Sia Partners,1001 to 5000 employees,Company - Private,0,0,0,0,0,0,0
57500.0,data scientist,intern,Calgary,Intact,10000+ employees,Company - Public,1,0,0,1,0,0,0
57500.0,data analyst,unspecified,Vancouver,Provincial Health Services Authority,10000+ employees,Non-profit Organisation,0,0,0,0,0,1,1
57500.0,research scientist,unspecified,Vancouver,AbCellera Biologics,51 to 200 employees,Company - Private,0,0,0,0,0,0,1
57500.0,data scientist,senior,Vancouver,Resilient Management,1 to 50 employees,Company - Private,1,0,1,1,0,0,0
57500.0,data analyst,unspecified,Mississauga,NCRI,1 to 50 employees,Company - Private,1,0,1,1,0,0,1
57500.0,data analyst,unspecified,Surrey,Fraser Health,10000+ employees,Hospital,0,0,0,0,0,1,1
57500.0,data analyst,unspecified,Toronto,BMO Financial Group,10000+ employees,Company - Public,1,0,1,1,0,1,0
57500.0,data engineer,unspecified,Toronto,SADA,51 to 200 employees,Company - Private,1,0,1,1,0,1,0
57500.0,data engineer,unspecified,Toronto,Indoc Research,1 to 50 employees,Non-profit Organisation,1,0,1,1,0,0,0
57500.0,data engineer,unspecified,Ontario,Johnson,51 to 200 employees,Company - Private,0,0,1,0,0,1,0
57500.0,data engineer,unspecified,Toronto,Novantas,201 to 500 employees,Company - Private,0,0,1,0,0,0,1
66500.0,data engineer,unspecified,Montreal,Bell Canada,10000+ employees,Company - Public,0,0,1,0,0,1,1
66500.0,data analyst,intern,Montreal,Square Enix Co.,1001 to 5000 employees,Company - Public,1,0,1,1,0,0,1
66500.0,data engineer,unspecified,Kitchener,EMAGIN,1 to 50 employees,Company - Private,1,0,1,1,1,0,0
66500.0,data engineer,unspecified,Toronto,TalentVault,1 to 50 employees,Company - Private,0,0,1,0,0,0,0
66500.0,statistician,unspecified,Mississauga,Roche,10000+ employees,Company - Public,0,0,0,0,0,0,1
66500.0,machine learning engineer,unspecified,Montreal,TandemLaunch,1 to 50 employees,Company - Private,1,0,0,1,1,0,0
66500.0,research scientist,unspecified,Chalk River,Canadian Nuclear Laboratories,1001 to 5000 employees,Company - Private,0,0,0,0,0,0,0
66500.0,data analyst,unspecified,Toronto,Dawn InfoTek Inc.,51 to 200 employees,Company - Private,0,0,1,0,0,0,1
66500.0,data engineer,unspecified,Ontario,RSA,1 to 50 employees,Company - Private,0,0,1,0,0,1,0
66500.0,data engineer,unspecified,Calgary,MobSquad,1 to 50 employees,Company - Private,1,0,1,1,0,0,0
66500.0,data engineer,unspecified,Mississauga,IMAX Corporation,501 to 1000 employees,Company - Public,1,0,1,1,0,0,0
66500.0,research scientist,senior,Ontario,Lock Search Group,51 to 200 employees,Company - Private,0,0,0,0,0,0,0
66500.0,data scientist,intern,Quebec,Intact,10000+ employees,Company - Public,1,0,0,1,0,0,0
66500.0,data engineer,unspecified,Montreal,Wavo,1 to 50 employees,Company - Private,1,0,1,1,0,0,0
66500.0,data analyst,senior,Toronto,Cover,51 to 200 employees,Self-employed,1,0,1,1,0,0,0
66500.0,data scientist,senior,Brampton,Joe Fresh,201 to 500 employees,Subsidiary or Business Segment,1,0,1,1,0,0,0
66500.0,data scientist,senior,Brampton,Joe Fresh,201 to 500 employees,Subsidiary or Business Segment,1,0,1,1,0,0,1
66500.0,data engineer,unspecified,Vancouver,Meda Agency Inc.,Unknown,Company - Private,1,0,1,1,0,0,0
66500.0,data engineer,senior,Vancouver,Apple,10000+ employees,Company - Public,1,0,1,1,0,0,0
66500.0,data engineer,unspecified,Montreal,Uni3T,1 to 50 employees,Company - Private,1,0,1,1,0,0,0
66500.0,research scientist,unspecified,Laval,CITOXLAB N.A. INC.,201 to 500 employees,Company - Private,0,0,0,0,0,0,0
51500.0,data analyst,unspecified,Vancouver,IT IQ TECH RECRUITERS LTD,1 to 50 employees,Company - Private,0,0,1,0,0,0,1
51500.0,data analyst,unspecified,Vancouver,MacroHealth,1 to 50 employees,Company - Private,0,0,1,0,0,0,1
51500.0,data analyst,unspecified,Vancouver,IT IQ TECH RECRUITERS LTD,1 to 50 employees,Company - Private,0,0,0,0,0,1,1
51500.0,data engineer,unspecified,Toronto,Hitachi Solutions,10000+ employees,Subsidiary or Business Segment,1,0,1,1,0,0,0
51500.0,data scientist,senior,Brampton,Joe Fresh,201 to 500 employees,Subsidiary or Business Segment,1,0,1,1,0,0,1
51500.0,machine learning engineer,unspecified,Burnaby,Amgen,10000+ employees,Company - Public,1,0,0,1,1,0,0
51500.0,data engineer,unspecified,Ontario,Johnson Insurance,501 to 1000 employees,Company - Private,0,0,1,0,0,1,0
51500.0,data scientist,senior,Brampton,Loblaw,10000+ employees,Company - Public,1,0,1,1,0,0,0
51500.0,data engineer,unspecified,Laval,Bridge Eleven,1 to 50 employees,Company - Private,1,0,1,1,0,0,0
51500.0,data engineer,unspecified,Halifax,ResMed,5001 to 10000 employees,Company - Public,1,0,1,1,0,0,1
51500.0,data scientist,senior,Toronto,GALE Partners,201 to 500 employees,Company - Private,1,0,1,1,1,0,1
51500.0,data analyst,unspecified,Toronto,Sunnybrook Health Sciences Centre,5001 to 10000 employees,Hospital,0,0,0,0,0,0,1
51500.0,data analyst,unspecified,Toronto,Sunnybrook Health Sciences Centre,5001 to 10000 employees,Hospital,0,0,0,0,0,0,1
51500.0,business intelligent analyst,unspecified,Calgary,Pacific Western Transportation Ltd,1001 to 5000 employees,Company - Private,0,0,1,0,0,0,1
51500.0,machine learning engineer,unspecified,Montreal,Wise Systems,1 to 50 employees,Company - Private,1,0,1,1,0,0,0
51500.0,data scientist,senior,Welwyn,Roche,10000+ employees,Company - Public,0,0,0,0,0,0,1
51500.0,manager analytics,unspecified,Toronto,Brand Loyalty Group,201 to 500 employees,Company - Private,1,0,1,1,0,0,0
51500.0,data engineer,unspecified,Vancouver,Create Music Group Canada,51 to 200 employees,Company - Private,1,0,1,1,0,0,1
51500.0,data engineer,unspecified,Canada,Keyrus,1001 to 5000 employees,Company - Public,1,0,1,1,0,0,0
51500.0,data engineer,unspecified,Vancouver,Softvision - North America,1001 to 5000 employees,Company - Private,1,1,1,1,0,0,1
51500.0,data scientist,unspecified,Toronto,Xero,1001 to 5000 employees,Company - Public,1,0,0,1,0,0,1
71000.0,data engineer,unspecified,Regina,Conexus Credit Union,501 to 1000 employees,Company - Public,0,0,1,0,0,1,0
70000.0,data scientist,unspecified,Mississauga,Savormetrics,1 to 50 employees,Company - Private,0,0,0,0,0,0,0
70000.0,data engineer,unspecified,Victoria,INgrooves Music Group,51 to 200 employees,Company - Private,1,0,1,1,0,0,0
70000.0,data scientist,senior,Brampton,Loblaw,10000+ employees,Company - Public,1,0,1,1,0,0,0
70000.0,data analyst,unspecified,Montreal,Banque Nationale du Canada,10000+ employees,Company - Public,0,0,0,0,0,0,0
70000.0,data analyst,unspecified,Toronto,Aquent,1001 to 5000 employees,Company - Private,0,0,1,0,0,0,1
70000.0,data engineer,unspecified,Toronto,ARISOFT INC.,1 to 50 employees,Company - Private,1,0,1,1,0,0,1
70000.0,data analyst,unspecified,Saint-Hubert,Techo-Bloc,201 to 500 employees,Company - Private,1,0,1,1,0,0,1
70000.0,data analyst,unspecified,Toronto,Recruiting For Less,Unknown,Company - Public,0,0,0,0,0,0,1
70000.0,research scientist,unspecified,London,Western University,51 to 200 employees,College / University,0,0,0,0,0,0,1
70000.0,data engineer,unspecified,Vancouver,Finn.ai,51 to 200 employees,Company - Private,1,0,0,1,0,0,0
70000.0,data engineer,unspecified,Ontario,Johnson,501 to 1000 employees,Unknown,0,0,1,0,0,1,0
70000.0,data engineer,unspecified,Toronto,SoftVision - North America,1001 to 5000 employees,Company - Private,1,1,1,1,0,0,1
70000.0,research scientist,unspecified,London,Parmalat Canada,1001 to 5000 employees,Subsidiary or Business Segment,0,0,0,0,0,0,1
70000.0,data scientist,unspecified,Toronto,Nielsen,10000+ employees,Company - Public,1,0,1,1,0,0,1
70000.0,data analyst,senior,Vancouver,Electronic Arts,5001 to 10000 employees,Company - Public,1,0,1,1,0,0,1
70000.0,research scientist,unspecified,Laval,Charles River Laboratories,10000+ employees,Company - Public,0,0,0,0,0,0,1
70000.0,data scientist,senior,Vancouver,Teck Resources Limited,5001 to 10000 employees,Company - Public,1,0,1,1,0,0,1
70000.0,data engineer,senior,Mississauga,SOTI,1001 to 5000 employees,Company - Private,1,0,1,1,0,1,1
70000.0,data analyst,senior,Mississauga,Citibank,5001 to 10000 employees,Subsidiary or Business Segment,1,0,1,1,0,0,1
70000.0,data scientist,unspecified,Vancouver,Targeted Talent,1 to 50 employees,Unknown,1,0,1,1,0,1,1
70000.0,data analyst,senior,Toronto,Maxima Consulting,51 to 200 employees,Company - Private,1,0,1,1,0,0,1
70000.0,machine learning engineer,unspecified,London,Autodata Solutions,501 to 1000 employees,Company - Private,1,0,1,1,1,0,0
93500.0,data analyst,unspecified,Vancouver,PHSA,10000+ employees,Non-profit Organisation,0,0,0,0,0,1,1
93500.0,data analyst,unspecified,Burnaby,Provincial Health Services Authority,10000+ employees,Non-profit Organisation,0,0,0,0,0,1,0
93500.0,data analyst,senior,Toronto,Thinkingbox,1 to 50 employees,Company - Private,0,0,1,0,0,0,0
93500.0,data engineer,unspecified,Ontario,RSA Group,10000+ employees,Company - Public,0,0,1,0,0,1,0
93500.0,data analyst,unspecified,Maple Ridge,Lordco Parts Ltd.,1001 to 5000 employees,Company - Private,0,0,0,0,0,0,1
93500.0,data engineer,unspecified,Montreal,avenuecode.com,201 to 500 employees,Company - Private,1,0,1,1,0,0,0
93500.0,data engineer,unspecified,Toronto,"Onica, a Rackspace Company",201 to 500 employees,Company - Private,1,0,1,1,0,0,1
93500.0,research scientist,unspecified,Montreal,Facebook,10000+ employees,Company - Public,1,0,0,1,0,0,0
93500.0,data scientist,senior,Brampton,Loblaw,10000+ employees,Company - Public,1,0,1,1,0,0,1
93500.0,data engineer,senior,Toronto,RBC,10000+ employees,Company - Public,1,0,1,1,0,1,0
93500.0,manager analytics,unspecified,Mississauga,BMO Financial Group,10000+ employees,Company - Public,1,0,1,1,0,1,0
93500.0,data engineer,senior,Toronto,BenchSci,51 to 200 employees,Company - Private,1,0,1,1,0,0,0
93500.0,data engineer,unspecified,Quebec,Canadian National Railway,10000+ employees,Company - Public,1,0,1,1,0,0,0
93500.0,data engineer,unspecified,Quebec,Canadian National Railway,10000+ employees,Company - Public,1,0,1,1,0,0,0
93500.0,data engineer,unspecified,Laval,Croesus,51 to 200 employees,Company - Private,1,0,1,1,0,0,0
93500.0,data scientist,senior,Brampton,Loblaw,10000+ employees,Company - Public,1,0,1,1,0,0,1
93500.0,data engineer,unspecified,Toronto,Blackhawk Network,1001 to 5000 employees,Company - Private,1,0,0,1,0,0,1
93500.0,machine learning engineer,senior,Toronto,SoundHound Inc.,201 to 500 employees,Company - Private,1,0,0,1,1,0,0
43000.0,data analyst,senior,Brampton,Loblaw,10000+ employees,Company - Public,1,0,1,1,0,1,1
43000.0,data scientist,unspecified,Ottawa,h2o.ai,201 to 500 employees,Company - Private,1,0,0,1,0,0,1
43000.0,data analyst,senior,Brampton,Loblaw Companies Limited,10000+ employees,Company - Public,1,0,1,1,0,1,1
43000.0,data analyst,unspecified,Ottawa,Natural Partners Fullscript,201 to 500 employees,Company - Private,1,0,1,1,0,0,0
43000.0,data scientist,senior,Vancouver,Global Relay,201 to 500 employees,Company - Private,1,0,0,1,0,0,1
43000.0,data engineer,unspecified,Vancouver,MacroHealth,1 to 50 employees,Company - Private,1,0,0,1,0,0,1
43000.0,data engineer,unspecified,Vancouver,Softvision,1 to 50 employees,Unknown,1,1,1,1,0,0,1
43000.0,data analyst,senior,Toronto,LifeLabs,1001 to 5000 employees,Company - Private,1,0,1,1,0,0,1
43000.0,data analyst,senior,Toronto,FreshBooks,201 to 500 employees,Company - Private,1,0,1,1,0,0,0
43000.0,business intelligent analyst,unspecified,Boucherville,Uni-Select,1001 to 5000 employees,Company - Public,1,0,1,1,0,0,0
43000.0,data scientist,unspecified,Toronto,Intact,10000+ employees,Company - Public,0,0,0,0,0,0,0
43000.0,data engineer,senior,Vancouver,IT IQ TECH RECRUITERS LTD,1 to 50 employees,Company - Private,1,0,1,1,0,0,1
43000.0,data analyst,senior,Mississauga,Citi,10000+ employees,Company - Public,0,0,0,0,0,0,0
43000.0,data analyst,senior,Mississauga,Citibank,5001 to 10000 employees,Subsidiary or Business Segment,0,0,0,0,0,0,0
43000.0,business intelligent analyst,senior,Victoria,Government of British Columbia,10000+ employees,Government,1,0,1,1,0,1,1
43000.0,business intelligent analyst,unspecified,Montreal,Desjardins,10000+ employees,Company - Private,0,0,1,0,0,1,0
43000.0,data engineer,senior,Toronto,Nomis Solutions,51 to 200 employees,Company - Private,1,0,1,1,0,0,0
43000.0,data analyst,senior,Richmond,ZE Power Engineering,1 to 50 employees,Company - Private,0,0,1,0,0,0,1
43000.0,data engineer,senior,Burnaby,Infoblox,1001 to 5000 employees,Company - Private,1,0,1,1,0,0,1
43000.0,business intelligent analyst,unspecified,Montreal,Unity Technologies,1001 to 5000 employees,Company - Private,1,0,1,1,0,0,1
43000.0,data analyst,unspecified,Saint-Eustache,Bath Fitter,1001 to 5000 employees,Company - Private,0,0,0,0,0,0,1
79000.0,research scientist,unspecified,Vancouver,AbCellera Biologics,51 to 200 employees,Company - Private,0,0,0,0,0,0,1
79000.0,research scientist,unspecified,Montreal,Facebook,10000+ employees,Company - Public,1,0,0,1,0,0,0
79000.0,data scientist,senior,Brampton,Loblaw,10000+ employees,Company - Public,1,0,1,1,0,0,1
79000.0,research scientist,senior,Prince Edward Island,BioVectra Inc.,51 to 200 employees,Company - Private,0,0,0,0,0,0,1
79000.0,data engineer,senior,Toronto,RBC,10000+ employees,Company - Public,1,0,1,1,0,1,0
79000.0,manager analytics,unspecified,Mississauga,BMO Financial Group,10000+ employees,Company - Public,1,0,1,1,0,1,0
79000.0,data scientist,senior,Edmonton,AltaML Inc./Janalta Interactive Inc.,1 to 50 employees,Company - Private,1,0,1,1,0,0,0
79000.0,data engineer,senior,Toronto,BenchSci,51 to 200 employees,Company - Private,1,0,1,1,0,0,0
79000.0,data analyst,unspecified,Kitchener,Grand River Hospital,1001 to 5000 employees,Hospital,0,0,0,0,0,0,1
79000.0,data analyst,senior,Vancouver,Aritzia,1001 to 5000 employees,Company - Public,0,0,1,0,0,0,0
79000.0,data engineer,unspecified,Quebec,Canadian National Railway,10000+ employees,Company - Public,1,0,1,1,0,0,0
79000.0,data engineer,unspecified,Quebec,Canadian National Railway,10000+ employees,Company - Public,1,0,1,1,0,0,0
79000.0,data analyst,junior,Victoria,Kano Applications,1 to 50 employees,Company - Private,1,0,1,1,0,0,1
79000.0,data engineer,unspecified,Laval,Croesus,51 to 200 employees,Company - Private,1,0,1,1,0,0,0
79000.0,data engineer,unspecified,Ottawa,Wicket,Unknown,Company - Private,1,0,1,1,0,0,1
84500.0,data scientist,senior,Brampton,Loblaw,10000+ employees,Company - Public,1,0,1,1,0,0,1
84500.0,data engineer,unspecified,Toronto,Blackhawk Network,1001 to 5000 employees,Company - Private,1,0,0,1,0,0,1
84500.0,manager analytics,unspecified,Welwyn,Roche,10000+ employees,Company - Public,1,0,1,1,0,1,0
84500.0,data analyst,unspecified,Montreal,Ubisoft,10000+ employees,Company - Public,0,0,1,0,0,1,1
84500.0,research scientist,unspecified,Vancouver,Aurora Biomed,1 to 50 employees,Company - Public,0,0,0,0,0,0,1
84500.0,machine learning engineer,unspecified,Toronto,ProteinQure Inc,1 to 50 employees,Company - Private,0,0,0,0,0,1,0
84500.0,data analyst,unspecified,Montreal,Ubisoft,10000+ employees,Company - Public,0,0,1,0,0,1,1
84500.0,machine learning engineer,senior,Toronto,SoundHound Inc.,201 to 500 employees,Company - Private,1,0,0,1,1,0,0
84500.0,data analyst,unspecified,Montreal,MindGeek Careers,1001 to 5000 employees,Company - Private,0,0,1,0,0,0,1
84500.0,research scientist,senior,Chalk River,Canadian Nuclear Laboratories,1001 to 5000 employees,Company - Private,0,0,0,0,0,0,1
84500.0,data analyst,unspecified,Calgary,Trans Mountain,51 to 200 employees,Company - Private,0,0,0,0,0,0,1
84500.0,data scientist,unspecified,Ottawa,h2o.ai,201 to 500 employees,Company - Private,1,0,0,1,0,0,1
84500.0,data analyst,senior,Brampton,Loblaw,10000+ employees,Company - Public,1,0,1,1,0,1,1
62000.0,research scientist,unspecified,Guelph,Nutreco,10000+ employees,Subsidiary or Business Segment,0,0,0,0,0,0,1
62000.0,data engineer,senior,Montreal,Sonder,1001 to 5000 employees,Company - Private,1,0,1,1,0,0,0
62000.0,data scientist,senior,Edmonton,AltaML Inc./Janalta Interactive Inc.,Unknown,Company - Private,1,0,1,1,0,0,0
62000.0,data engineer,intern,Toronto,AIR MILES,501 to 1000 employees,Company - Private,1,0,1,1,0,1,1
62000.0,data analyst,unspecified,Calgary,DIRTT,1001 to 5000 employees,Company - Public,0,0,1,0,0,0,1
62000.0,data engineer,unspecified,Ottawa,Nokia,10000+ employees,Company - Public,1,0,1,1,0,0,0
62000.0,data analyst,unspecified,Vancouver,Ace It Strategies,1 to 50 employees,Unknown,0,0,0,0,0,0,0
62000.0,data engineer,unspecified,Toronto,Teranet,501 to 1000 employees,Company - Private,1,0,1,1,0,1,0
62000.0,data analyst,unspecified,Ottawa,Natural Partners Fullscript,201 to 500 employees,Company - Private,1,0,1,1,0,0,0
62000.0,data analyst,unspecified,Toronto,Sunnybrook Health Sciences Centre,5001 to 10000 employees,Hospital,0,0,0,0,0,0,1
62000.0,data engineer,unspecified,Vancouver,MacroHealth,1 to 50 employees,Company - Private,1,0,0,1,0,0,1
62000.0,data scientist,senior,Vancouver,Global Relay,201 to 500 employees,Company - Private,1,0,0,1,0,0,1
62000.0,data engineer,unspecified,Vancouver,Softvision,1 to 50 employees,Unknown,1,1,1,1,0,0,1
62000.0,machine learning engineer,unspecified,Mississauga,BusyQA,51 to 200 employees,Company - Private,1,0,1,1,0,0,0
62000.0,data analyst,senior,Toronto,LifeLabs,1001 to 5000 employees,Company - Private,1,0,1,1,0,0,1
62000.0,statistician,senior,Kirkland,IQVIA,10000+ employees,Company - Public,0,0,0,0,0,1,1
62000.0,data analyst,unspecified,Montreal,Eagle Professional Resources,51 to 200 employees,Company - Private,0,0,1,0,0,0,1
62000.0,data analyst,senior,Toronto,FreshBooks,201 to 500 employees,Company - Private,1,0,1,1,0,0,0
75500.0,business intelligent analyst,unspecified,Boucherville,Uni-Select,1001 to 5000 employees,Company - Public,1,0,1,1,0,0,0
75500.0,data scientist,unspecified,Toronto,Intact,10000+ employees,Company - Public,0,0,0,0,0,0,0
75500.0,business intelligent analyst,unspecified,Toronto,Bell Canada,10000+ employees,Company - Public,0,0,1,0,0,1,1
75500.0,data analyst,unspecified,Toronto,Sunnybrook Health Sciences Centre,5001 to 10000 employees,Hospital,0,0,0,0,0,0,1
75500.0,data engineer,unspecified,Calgary,Cognizant Softvision,1001 to 5000 employees,Company - Private,1,1,1,1,0,0,1
75500.0,data analyst,senior,Mississauga,Citi,10000+ employees,Company - Public,0,0,0,0,0,0,0
75500.0,data engineer,senior,Vancouver,IT IQ TECH RECRUITERS LTD,1 to 50 employees,Company - Private,1,0,1,1,0,0,1
75500.0,data engineer,unspecified,Montreal,District M,51 to 200 employees,Company - Private,1,0,1,1,0,0,0
75500.0,data analyst,senior,Mississauga,Citibank,5001 to 10000 employees,Subsidiary or Business Segment,0,0,0,0,0,0,0
75500.0,data analyst,unspecified,Mississauga,Investment Planning Counsel,201 to 500 employees,Company - Private,1,0,1,1,0,1,1
75500.0,manager analytics,unspecified,Vancouver,Norton Rose Fulbright,5001 to 10000 employees,Private Practice / Firm,0,0,0,0,0,0,1
75500.0,data analyst,unspecified,Montreal,MindGeek Careers,1001 to 5000 employees,Company - Private,0,0,1,0,0,0,1
75500.0,data engineer,senior,North York,Nestlé,10000+ employees,Company - Public,1,0,1,1,0,0,1
75500.0,data engineer,unspecified,Toronto,Amazon,10000+ employees,Company - Public,1,0,1,1,0,0,1
75500.0,business intelligent analyst,senior,Victoria,Government of British Columbia,10000+ employees,Government,1,0,1,1,0,1,1
75500.0,data engineer,senior,Toronto,MasterCard,10000+ employees,Company - Public,1,0,1,1,0,0,1
75500.0,business intelligent analyst,unspecified,Montreal,Desjardins,10000+ employees,Company - Private,0,0,1,0,0,1,0
75500.0,data engineer,senior,Toronto,Nomis Solutions,51 to 200 employees,Company - Private,1,0,1,1,0,0,0
75500.0,data analyst,senior,Montreal,Banque Nationale du Canada,10000+ employees,Company - Public,0,0,0,0,0,0,0
75500.0,data engineer,senior,Burnaby,Infoblox,1001 to 5000 employees,Company - Private,1,0,1,1,0,0,1
95000.0,data engineer,unspecified,Saint-Laurent,CAE Inc.,10000+ employees,Company - Public,1,0,1,1,0,0,1
95000.0,data engineer,unspecified,Montreal,Transit App,1 to 50 employees,Company - Private,1,0,0,1,0,0,0
95000.0,data analyst,senior,Richmond,ZE Power Engineering,1 to 50 employees,Company - Private,0,0,1,0,0,0,1
95000.0,research scientist,unspecified,Guelph,Trouw Nutrition Canada Inc.,501 to 1000 employees,Company - Private,0,0,0,0,0,0,1
95000.0,data scientist,senior,Toronto,Manulife,10000+ employees,Company - Public,1,0,1,1,0,1,1
95000.0,data engineer,unspecified,Toronto,Jerry,1 to 50 employees,Company - Private,0,0,1,0,0,0,0
95000.0,data analyst,unspecified,Vancouver,Providence Health Care,5001 to 10000 employees,Hospital,0,0,0,0,0,1,1
95000.0,data analyst,unspecified,Saint-Eustache,Bath Fitter,1001 to 5000 employees,Company - Private,0,0,0,0,0,0,1
95000.0,business intelligent analyst,unspecified,Montreal,Unity Technologies,1001 to 5000 employees,Company - Private,1,0,1,1,0,0,1
95000.0,manager analytics,unspecified,Vancouver,Amazon,10000+ employees,Company - Public,0,0,0,0,0,0,1
95000.0,manager analytics,unspecified,Toronto,NetEffect Solutions,51 to 200 employees,Company - Private,0,0,0,0,0,0,0
95000.0,machine learning engineer,unspecified,Markham,Aviva,10000+ employees,Company - Public,0,0,1,0,0,1,1
95000.0,machine learning engineer,senior,Toronto,Bell Canada,10000+ employees,Company - Public,1,0,1,1,0,0,0
95000.0,data analyst,unspecified,Kitchener,Grand River Hospital,1001 to 5000 employees,Hospital,0,0,0,0,0,0,1
95000.0,research scientist,unspecified,Oakville,Insulet Corporation,1001 to 5000 employees,Company - Public,0,0,0,0,0,0,1
95000.0,data engineer,senior,Cochin,Prevalent AI,Unknown,Company - Private,1,0,1,1,0,0,0
95000.0,data analyst,unspecified,Montreal,Bethesda Game Studios,51 to 200 employees,Subsidiary or Business Segment,1,0,1,1,0,0,1
95000.0,research scientist,senior,Montreal,Nuance,5001 to 10000 employees,Company - Public,1,0,0,1,0,0,0
95000.0,data engineer,unspecified,Montreal,agileDSS,51 to 200 employees,Company - Private,1,0,0,1,0,0,1
95000.0,data engineer,unspecified,Montreal,McKinsey & Company,10000+ employees,Company - Private,1,0,0,1,0,0,1
95000.0,data analyst,unspecified,Montreal,Infotree Service Inc,51 to 200 employees,Company - Private,0,0,0,0,0,0,1
105000.0,business intelligent analyst,senior,Victoria,BC Public Service,10000+ employees,Government,1,0,1,1,0,1,1
105000.0,data scientist,senior,Toronto,Loblaw Digital,51 to 200 employees,Company - Public,1,0,1,1,0,0,0
105000.0,data engineer,senior,Toronto,PagerDuty,501 to 1000 employees,Company - Public,1,0,1,1,0,1,0
105000.0,manager analytics,unspecified,Toronto,Veeva Systems,1001 to 5000 employees,Company - Public,0,0,0,0,0,0,1
